id,name,url,gps
b119dc10-92a2-11e9-b43e-456ed9f9b823,715 Golfview Dr,https://goo.gl/maps/Foy68fFhFKDFkF5J9,"@38.0403113,-84.5306897,17z"
0616db10-b197-11e9-b43e-456ed9f9b823,Slainte Public House,https://goo.gl/maps/tnaQquoBSjJh5RPe8,"@38.209636,-84.5585733,17z"
b67ec100-e970-11e9-b43e-456ed9f9b823,Beaumont Presbyterian Church,https://goo.gl/maps/x1mPqWFWQRjy9s8dA,"@38.0336962,-84.5569726,15z"
99f47110-43ca-11ea-abf2-8dc9e627a96d,The Mad Potter,https://goo.gl/maps/WfPrREdPp3ie1Pag6,"@37.9946366,-84.498661,17z"
e3024f70-5c2b-11ea-b424-ad0bca822634,Mitchell Fine Arts Center,https://goo.gl/maps/xcYMdG7YFB43HbA4A,"@38.0523723,-84.4950744,17z"
3f943410-abe1-11ea-aa51-cdc3fe7afefa,The Kentucky Center for the Performing Arts,https://goo.gl/maps/Tt6w2dn8wmq7jtqg6,"@38.2573922,-85.761353,17z"
3ddbe9a0-14c4-11eb-a43d-dfe2af8cac81,Carriage House Theatre,https://goo.gl/maps/puhhd7qxGiph9o5n8,"@38.0392906,-84.4864637,16.56z"
0c6c48fd-2b7b-4b1a-98a5-117a8a1c9fee,Masterson Station Park,https://goo.gl/maps/uCYvh9Y2BX3tj8WNA,"@38.1022015,-84.5537385,17z"
1131ae92-17cd-4eb0-b887-8a15ddaa31f7,Peninsula Park,https://goo.gl/maps/unKkQbGH84np5p8q8,"@38.2184445,-84.5646787,17z"
57045000-3200-11e9-b43e-456ed9f9b823,Lexington Public Library (Central Library),https://goo.gl/maps/BvHF5xQfK3G2,"@38.0455513,-84.49851,17z"
95bcb670-4aa6-11e9-b43e-456ed9f9b823,Ahava Center for Spiritual Living,https://goo.gl/maps/FkNPbKYYctC2,"@38.0204622,-84.531954,14z"
60b366d0-76bc-11e9-b43e-456ed9f9b823,The Kentucky Castle,https://goo.gl/maps/86hxZTdfJiYqFwkM6,"@38.0467222,-84.655028,17z"
309452f0-9e50-11e9-b43e-456ed9f9b823,Swanson Contemporary,https://goo.gl/maps/By8tcGxCDhseooov7,"@38.253157,-85.740321,15z"
5d9097d0-c2bf-11e9-b43e-456ed9f9b823,Gatton Student Center Ballroom,https://goo.gl/maps/LJmVooi4YWgoU4Ye8,"@38.0403808,-84.503805,15z"
6df4d950-e971-11e9-b43e-456ed9f9b823,Hummel Planetarium,https://goo.gl/maps/hfXRNyB7rLm2SkP16,"@37.7304626,-84.3037679,15z"
82f79770-ff33-11e9-b43e-456ed9f9b823,Fine Arts Building ,https://goo.gl/maps/ANfuGQp1yBEK3q3V9,"@38.0369909,-84.5019074,15z"
cca95eb0-43cd-11ea-abf2-8dc9e627a96d,Schmidt Vocal Arts Center - UK Opera Theatre,https://goo.gl/maps/CamAdc1d6Xm1A6SZ8,"@38.0369127,-84.5027409,17z"
2444a170-5c2e-11ea-b424-ad0bca822634,Open Spaces Art Gallery,https://goo.gl/maps/NB7hNaSvYrSXXogo7,"@37.9989623,-84.4442811,17z"
473a0670-14c5-11eb-a43d-dfe2af8cac81,Julius Marks Elementary,https://goo.gl/maps/8L5UwF1AQNQSF7oJ9,"@37.998706,-84.4922396,18.33z"
6e52616c-2817-4cd4-a629-059defc0c6fc,Wildside Winery,https://goo.gl/maps/qtM2vvzsvyMAoSer6,"@37.9783376,-84.7220402,17z"
bd1c0e4e-97e1-4e2b-9e90-0ace84a93dd4,Kre8Now Makerspace,https://goo.gl/maps/xWBd7Yj3fYV9woLv5,"@38.0175916,-84.4544014,17.35z"
2d74ad30-3475-11e9-b43e-456ed9f9b823,Lexington Public Library - Tates Creek Branch,https://goo.gl/maps/vXbg67AoDNK2,"@37.9794049,-84.5008652,17z"
6f53a010-0fa6-11e9-b43e-456ed9f9b823,TeeDee's Bluegrass Progressive Club,https://goo.gl/maps/3Xa34oCqzst,"@38.0456595,-84.4927982,17z"
4323f8b0-7cb0-11e9-b43e-456ed9f9b823,Bctc Newtown Pike Campus,https://goo.gl/maps/WEyCvqG5vg4Ew1sZ9,"@38.061503,-84.499809,15z"
b27c71c0-c836-11e9-b43e-456ed9f9b823,Portofino,https://goo.gl/maps/6nzsXZUhTewprmRS7,"@38.0438197,-84.4939142,15z"
f8c95c10-ff3b-11e9-b43e-456ed9f9b823,Awesome Inc.,"https://www.google.com/maps/place/Awesome+Inc/@38.0420621,-84.4948732,17z/data=!3m1!4b1!4m5!3m4!1s0x884244e842d5acf7:0x92c7783d2b2a2d15!8m2!3d38.0420621!4d-84.4926845","@38.0420621,-84.4948732,17z"
32fd6520-43cf-11ea-abf2-8dc9e627a96d,Southland Street Fair,https://goo.gl/maps/fitBsHhFrLPZZvQt8,"@38.0157641,-84.5259054,17z"
e0583640-4b38-11e9-b43e-456ed9f9b823,Headley-Whitney Museum,https://goo.gl/maps/RNY364EichkkjVzr5,"@38.095427,-84.6097743,15z"
72c529d0-5f14-11ea-b424-ad0bca822634,PieTana,https://goo.gl/maps/CSWn4Nj3rrr3xyCN8,"@38.0191258,-84.5218686,15z"
